"","source","target"
"1066","232_MOWM_L","236_CuWM_L"
"1067","232_MOWM_L","238_LWM_L"
"1068","233_MOWM_R","235_IOWM_R"
"1069","233_MOWM_R","237_CuWM_R"
"1070","233_MOWM_R","239_LWM_R"
"1071","234_IOWM_L","236_CuWM_L"
"1072","234_IOWM_L","238_LWM_L"
"1073","235_IOWM_R","237_CuWM_R"
"1074","235_IOWM_R","239_LWM_R"
"1075","236_CuWM_L","238_LWM_L"
"1076","237_CuWM_R","239_LWM_R"
"1077","240_rostralWM_ACC_L","242_subcallosalWM_ACC_L"
"1078","240_rostralWM_ACC_L","244_subgenualWM_ACC_L"
"1079","240_rostralWM_ACC_L","246_dorsalWM_ACC_L"
"1080","240_rostralWM_ACC_L","248_PCCWM_L"
"1081","241_rostralWM_ACC_R","243_subcallosalWM_ACC_R"
"1082","241_rostralWM_ACC_R","245_subgenualWM_ACC_R"
"1083","241_rostralWM_ACC_R","247_dorsalWM_ACC_R"
"1084","241_rostralWM_ACC_R","249_PCCWM_R"
"1085","242_subcallosalWM_ACC_L","244_subgenualWM_ACC_L"
"1086","242_subcallosalWM_ACC_L","246_dorsalWM_ACC_L"
"1087","242_subcallosalWM_ACC_L","248_PCCWM_L"
"1088","243_subcallosalWM_ACC_R","245_subgenualWM_ACC_R"
"1089","243_subcallosalWM_ACC_R","247_dorsalWM_ACC_R"
"1090","243_subcallosalWM_ACC_R","249_PCCWM_R"
"1091","244_subgenualWM_ACC_L","246_dorsalWM_ACC_L"
"1092","244_subgenualWM_ACC_L","248_PCCWM_L"
"1093","245_subgenualWM_ACC_R","247_dorsalWM_ACC_R"
"1094","245_subgenualWM_ACC_R","249_PCCWM_R"
"1095","246_dorsalWM_ACC_L","248_PCCWM_L"
"1096","247_dorsalWM_ACC_R","249_PCCWM_R"
"1097","250_CerebellumWM_R","253_MCP_cb_R"
"1098","251_CerebellumWM_L","252_MCP_cb_L"
"1099","260_SylFrontSul_L","262_SylTempSul_L"
"1100","260_SylFrontSul_L","264_SylParieSul_L"
"1101","261_SylFrontSul_R","263_SylTempSul_R"
"1102","261_SylFrontSul_R","265_SylParieSul_R"
"1103","262_SylTempSul_L","264_SylParieSul_L"
"1104","263_SylTempSul_R","265_SylParieSul_R"
